,index,ecm_around_single_spot,ecm_around_single_spot bg subtracted,ecm_around_single_spot_mean_intensity,ecm_around_single_spot_mean_intensity bg subtracted,exp condition,filename,mean_intensty_original_synapse,mean_intensty_original_synapse bg subtracted,original_synapse_at_single_spot,original_synapse_at_single_spot bg subtracted,"Synapse brightness scale (0 = dimmest, 7 = brightest)",radial_average,radial_average_bgsubtracted,Time,Drug,Condition,"Synapse brightness scale (0 = dimmest, 5 = brightest)"
1851,2301,"[[0 2 1 ... 2 0 0]
 [1 1 3 ... 2 1 1]
 [2 0 1 ... 0 0 0]
 ...
 [0 3 1 ... 4 1 4]
 [3 1 0 ... 2 4 4]
 [2 0 0 ... 0 0 3]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00121961 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.00121961 0.         ... 0.00514118 0.         0.00514118]
 [0.00121961 0.         0.         ... 0.         0.00514118 0.00514118]
 [0.         0.         0.         ... 0.         0.         0.00121961]]",2.9329,0.005211417254901961,12hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_Bic/02_004_ExpControl,4.3916,0.007473111647058823,"[[2 4 3 ... 0 0 1]
 [3 2 3 ... 1 3 1]
 [7 5 3 ... 0 0 0]
 ...
 [0 0 0 ... 3 4 3]
 [0 0 0 ... 3 1 2]
 [0 0 0 ... 2 3 0]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.01112039 0.00327725 0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[4.57142857 5.51       4.21323529 3.42897727 3.46136364 4.47070312
 4.19691781 3.35090361 3.33333333 3.05321782 2.87171053 2.63114754
 2.39444444 1.97764706 1.60971223 1.7745098  1.54779412 1.3
 1.28333333 0.        ]","[0.00932511 0.01359929 0.00884187 0.00605692 0.00602631 0.0095812
 0.00870464 0.00607139 0.00637246 0.00543079 0.0050024  0.00429097
 0.00393748 0.00289867 0.00191006 0.00191281 0.00124397 0.0006301
 0.00046471 0.        ]",12hrs,Bic,12hr + Bic,0
1852,2263,"[[ 3  2  4 ...  8  6  6]
 [ 0  4  1 ...  4  5 13]
 [ 7  5  1 ... 10  5  4]
 ...
 [ 1  1  3 ...  1  1  1]
 [ 0  5  0 ...  1  0  2]
 [ 1  1  2 ...  2  2  3]]","[[0.         0.         0.00219216 ... 0.01787843 0.01003529 0.01003529]
 [0.         0.00219216 0.         ... 0.00219216 0.00611373 0.03748627]
 [0.01395686 0.00611373 0.         ... 0.02572157 0.00611373 0.00219216]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.00611373 0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",3.7002,0.005212169411764706,12hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_Bic/01_005_ExpControl,5.2106,0.005571097843137255,"[[1 1 0 ... 0 0 0]
 [2 0 1 ... 0 2 1]
 [0 1 2 ... 1 1 2]
 ...
 [1 4 3 ... 2 4 2]
 [4 5 4 ... 6 3 3]
 [1 3 1 ... 1 2 3]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00386549 0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",0,"[3.40178571 3.03       2.93014706 2.28409091 2.34090909 2.85546875
 3.65068493 3.40060241 3.1922043  3.96287129 4.46600877 4.5307377
 4.39814815 3.74470588 3.51079137 3.97303922 4.04044118 3.2625
 3.55       3.        ]","[0.00379107 0.00344196 0.0026967  0.00123185 0.00143615 0.00237505
 0.00526106 0.00396404 0.00347425 0.00610331 0.0079174  0.00808985
 0.007659   0.00506184 0.00384905 0.00581709 0.00588225 0.00375243
 0.00471196 0.        ]",12hrs,Bic,12hr + Bic,0
1853,987,"[[ 0  0  1 ...  0  1  0]
 [ 2  1  1 ...  1  1  1]
 [ 0  0  0 ...  1  0  3]
 ...
 [ 9 13  9 ...  1  0  0]
 [ 4  8  3 ...  3  1  2]
 [ 5  5  4 ...  2  1  4]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.0229251  0.03861137 0.0229251  ... 0.         0.         0.        ]
 [0.00331725 0.01900353 0.         ... 0.         0.         0.        ]
 [0.00723882 0.00723882 0.00331725 ... 0.         0.         0.00331725]]",3.3821,0.005218480588235295,4hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_Bic/05_006_ExpControl,11.4888,0.01846105117647059,"[[ 1  6  3 ...  9 14  8]
 [ 3  1  4 ...  7 13 10]
 [ 2  5  1 ...  6 13 12]
 ...
 [ 4  2  3 ...  2  0  2]
 [ 4  5  2 ...  1  2  1]
 [ 1  2  4 ...  5  3  3]]","[[0.         0.         0.         ... 0.         0.01067255 0.        ]
 [0.         0.         0.         ... 0.         0.00675098 0.        ]
 [0.         0.         0.         ... 0.         0.00675098 0.00282941]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",2,"[2.59821429 3.485      3.84558824 4.36647727 5.19772727 4.93359375
 4.22431507 3.94277108 3.07526882 2.71039604 2.66666667 2.54303279
 2.73055556 3.07176471 3.79676259 4.05147059 3.47426471 2.64375
 2.4        0.        ]","[0.00169387 0.00394831 0.00533515 0.00746471 0.01068437 0.0095595
 0.00756278 0.00648162 0.00379111 0.00273593 0.00326804 0.00268746
 0.00340511 0.00497851 0.007291   0.00845053 0.00656967 0.00412303
 0.0036297  0.        ]",4hrs,Bic,4hr + Bic,1
1854,2233,"[[ 3  7  4 ...  0  0  0]
 [ 5  4  3 ...  0  0  0]
 [10  9  6 ...  0  1  0]
 ...
 [ 3  8  5 ...  0  0  0]
 [10  3  7 ...  0  1  0]
 [ 5  3  5 ...  0  0  1]]","[[0.00062667 0.01631294 0.00454824 ... 0.         0.         0.        ]
 [0.0084698  0.00454824 0.00062667 ... 0.         0.         0.        ]
 [0.02807765 0.02415608 0.01239137 ... 0.         0.         0.        ]
 ...
 [0.00062667 0.02023451 0.0084698  ... 0.         0.         0.        ]
 [0.02807765 0.00062667 0.01631294 ... 0.         0.         0.        ]
 [0.0084698  0.00062667 0.0084698  ... 0.         0.         0.        ]]",3.0835,0.005219404235294117,12hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_Bic/01_003_ExpControl,2.2786,0.0037549191372549017,"[[2 0 1 ... 0 0 0]
 [2 1 3 ... 0 1 0]
 [2 1 0 ... 1 1 0]
 ...
 [0 0 0 ... 8 1 9]
 [0 0 1 ... 2 3 7]
 [1 0 2 ... 2 4 3]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.00356627 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.02317412 0.         0.02709569]
 [0.         0.         0.         ... 0.         0.00356627 0.01925255]
 [0.         0.         0.         ... 0.         0.00748784 0.00356627]]",0,"[4.5625     3.095      2.21691176 2.27272727 1.86818182 2.203125
 2.77568493 3.06927711 3.56586022 3.56806931 3.13925439 3.35860656
 2.86111111 2.91058824 3.04316547 3.48284314 4.70955882 4.35
 3.7        3.        ]","[0.01001781 0.00481455 0.00256261 0.00289593 0.00148392 0.00263761
 0.00435155 0.00526756 0.00717697 0.0067787  0.00513173 0.0057222
 0.0040785  0.00446765 0.00509768 0.00679969 0.01140673 0.01054567
 0.00781654 0.00062667]",12hrs,Bic,12hr + Bic,0
1855,802,"[[0 1 0 ... 0 0 0]
 [0 0 1 ... 0 0 0]
 [0 0 1 ... 1 0 0]
 ...
 [1 1 0 ... 1 2 0]
 [1 1 2 ... 2 0 0]
 [1 0 1 ... 1 2 2]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",2.5179,0.005222211372549019,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/08_003_ExpControl,11.0897,0.012249134980392155,"[[ 0  0  0 ...  2  5  2]
 [ 1  0  3 ...  3  4  2]
 [ 1  1  1 ...  5  3  0]
 ...
 [ 9  8  9 ... 25 19 22]
 [ 6  3  5 ... 14 18 20]
 [ 9  8 16 ... 17 21 12]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.05544863 0.03191922 0.04368392]
 [0.         0.         0.         ... 0.01231137 0.02799765 0.03584078]
 [0.         0.         0.02015451 ... 0.02407608 0.03976235 0.00446824]]",2,"[5.59821429 5.945      5.44117647 4.30113636 3.20454545 2.57226562
 2.29109589 2.24698795 1.90322581 1.72772277 2.13267544 2.18340164
 2.43518519 3.28588235 2.30035971 1.16911765 1.24264706 1.09375
 0.68333333 0.        ]","[0.01363389 0.01575857 0.01443972 0.01116594 0.00750954 0.00490075
 0.00377108 0.00388644 0.00319074 0.00253967 0.00428153 0.00418208
 0.00500696 0.00850777 0.00471102 0.00095679 0.00150379 0.00102216
 0.00022634 0.        ]",4hrs,DMSO,4hr,1
1856,2078,"[[0 2 0 ... 2 1 2]
 [0 0 0 ... 3 3 3]
 [1 0 0 ... 2 2 2]
 ...
 [1 2 0 ... 1 2 2]
 [0 0 0 ... 1 1 3]
 [1 1 0 ... 4 2 2]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00316706 0.00316706 0.00316706]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.00316706]
 [0.         0.         0.         ... 0.00708863 0.         0.        ]]",2.5014,0.005227922039215686,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/4hrs_DMSO/08_001_ExpControl,5.3145,0.01076531019607843,"[[0 0 1 ... 1 0 1]
 [0 0 0 ... 1 2 1]
 [1 0 0 ... 0 1 0]
 ...
 [0 0 0 ... 0 0 1]
 [0 0 0 ... 0 0 0]
 [0 0 0 ... 0 1 0]]","[[0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 ...
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]
 [0. 0. 0. ... 0. 0. 0.]]",0,"[1.17857143 0.92       0.68382353 0.77272727 1.18863636 1.875
 2.15753425 2.22289157 2.5672043  3.12128713 3.87938596 3.29713115
 3.04814815 2.61764706 3.0971223  2.43382353 1.25735294 1.075
 1.15       0.        ]","[0.00159443 0.0008974  0.00019462 0.00036077 0.00141055 0.0035285
 0.00390571 0.00367453 0.00481363 0.00682544 0.00951582 0.00761442
 0.00685045 0.00594221 0.00781832 0.00524159 0.00117107 0.00055709
 0.0007365  0.        ]",4hrs,DMSO,4hr,0
1857,179,"[[ 1  4  2 ...  1  5  1]
 [ 0  0  2 ...  6  3  4]
 [ 3  3  2 ...  3  8  1]
 ...
 [ 0  2  0 ... 10  3 13]
 [ 0  1  0 ...  4 14 14]
 [ 0  0  0 ... 10  2  7]]","[[0.         0.00558196 0.         ... 0.         0.00950353 0.        ]
 [0.         0.         0.         ... 0.0134251  0.00166039 0.00558196]
 [0.00166039 0.00166039 0.         ... 0.00166039 0.02126824 0.        ]
 ...
 [0.         0.         0.         ... 0.02911137 0.00166039 0.04087608]
 [0.         0.         0.         ... 0.00558196 0.04479765 0.04479765]
 [0.         0.         0.         ... 0.02911137 0.         0.01734667]]",2.8493,0.005228057411764706,Ctrl_NoBlocking,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/Ctrl_NoBlocking/12_003_ExpControl,10.6018,0.009625443764705883,"[[ 5  4  7 ... 14 22 20]
 [ 3  6  7 ... 14 13 24]
 [ 4  5  5 ... 23 17 17]
 ...
 [ 7  8 10 ... 14  9  4]
 [11  7  4 ...  7 10  9]
 [ 4  6  7 ... 13 12  9]]","[[0.         0.         0.         ... 0.0141251  0.04549765 0.03765451]
 [0.         0.         0.         ... 0.0141251  0.01020353 0.05334078]
 [0.         0.         0.         ... 0.04941922 0.0258898  0.0258898 ]
 ...
 [0.         0.         0.         ... 0.0141251  0.         0.        ]
 [0.00236039 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.01020353 0.00628196 0.        ]]",2,"[0.79464286 1.135      1.44485294 1.44034091 1.81590909 2.15039062
 2.28253425 2.51957831 2.85483871 3.29207921 4.46052632 3.85963115
 3.18055556 2.91411765 2.66726619 2.52205882 2.60294118 2.60625
 2.98333333 1.        ]","[5.92997199e-05 3.73423529e-04 9.80634371e-04 9.90913547e-04
 1.81068627e-03 2.96716452e-03 3.48911630e-03 4.27020435e-03
 5.41871917e-03 6.69074160e-03 1.09542191e-02 8.82037608e-03
 6.11067901e-03 5.06874095e-03 4.07562139e-03 3.32760092e-03
 3.53615340e-03 3.43950000e-03 5.21164706e-03 0.00000000e+00]",Unblocked Control,DMSO,Unblocked Control,1
1858,1791,"[[ 7  6  5 ...  0  0  0]
 [ 3  4 12 ...  0  0  0]
 [ 4  4  3 ...  0  0  1]
 ...
 [ 1  0  0 ...  0  0  0]
 [ 0  0  0 ...  0  0  0]
 [ 0  0  1 ...  0  0  1]]","[[0.02033843 0.01641686 0.01249529 ... 0.         0.         0.        ]
 [0.00465216 0.00857373 0.03994627 ... 0.         0.         0.        ]
 [0.00857373 0.00857373 0.00465216 ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",2.129,0.0052290748235294116,Ctrl_NoBlocking,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/Ctrl_NoBlocking/11_003_ExpControl,2.9105,0.0064601497254901975,"[[1 0 0 ... 0 0 0]
 [0 0 0 ... 0 0 0]
 [2 0 0 ... 0 0 0]
 ...
 [1 2 3 ... 1 0 1]
 [2 2 0 ... 0 0 0]
 [1 1 3 ... 0 0 0]]","[[0.        0.        0.        ... 0.        0.        0.       ]
 [0.        0.        0.        ... 0.        0.        0.       ]
 [0.        0.        0.        ... 0.        0.        0.       ]
 ...
 [0.        0.        0.0013702 ... 0.        0.        0.       ]
 [0.        0.        0.        ... 0.        0.        0.       ]
 [0.        0.        0.0013702 ... 0.        0.        0.       ]]",0,"[2.65178571 3.23       4.38970588 3.76704545 2.48409091 1.54492188
 1.40582192 1.50903614 1.88306452 1.88490099 1.39364035 1.71413934
 2.17685185 2.89882353 2.39928058 2.7622549  1.83088235 1.7875
 1.85       7.        ]","[0.00447843 0.00691587 0.01130073 0.00935169 0.00490831 0.00215231
 0.00220986 0.00292592 0.00477801 0.0048357  0.00299849 0.00419663
 0.00602456 0.00858921 0.00665588 0.00826231 0.00461321 0.00469534
 0.00455725 0.02033843]",Unblocked Control,DMSO,Unblocked Control,0
1859,114,"[[1 3 2 ... 7 3 6]
 [0 5 0 ... 3 6 3]
 [3 9 1 ... 2 2 2]
 ...
 [2 3 0 ... 1 0 3]
 [0 3 0 ... 3 1 1]
 [1 0 0 ... 0 3 0]]","[[0.         0.         0.         ... 0.01496627 0.         0.01104471]
 [0.         0.00712314 0.         ... 0.         0.01104471 0.        ]
 [0.         0.02280941 0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",3.4241,0.005229835607843138,Ctrl_NoBlocking,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/Ctrl_NoBlocking/12_001_ExpControl,8.3474,0.011510326274509802,"[[ 4  3  1 ...  9  8 15]
 [ 9  4  2 ... 11  8  5]
 [ 4  6  9 ...  6  6  6]
 ...
 [16 15 14 ...  3  2  6]
 [10 12 12 ...  4  2  5]
 [23 13 24 ...  2  2  6]]","[[0.         0.         0.         ... 0.00343922 0.         0.02696863]
 [0.00343922 0.         0.         ... 0.01128235 0.         0.        ]
 [0.         0.         0.00343922 ... 0.         0.         0.        ]
 ...
 [0.0308902  0.02696863 0.02304706 ... 0.         0.         0.        ]
 [0.00736078 0.01520392 0.01520392 ... 0.         0.         0.        ]
 [0.05834118 0.01912549 0.06226275 ... 0.         0.         0.        ]]",1,"[2.75892857 2.65       3.125      3.19886364 3.00909091 2.62695312
 2.52054795 2.60240964 3.66666667 3.73143564 3.58004386 3.80532787
 4.58888889 4.34117647 3.30215827 2.68627451 2.41176471 2.1375
 2.78333333 1.        ]","[0.00235961 0.00189644 0.00349973 0.0036386  0.00375504 0.00253906
 0.00203404 0.00258351 0.00662112 0.00632947 0.00527459 0.00595471
 0.00910487 0.00848285 0.00587452 0.00339262 0.00250313 0.00178327
 0.00349213 0.        ]",Unblocked Control,DMSO,Unblocked Control,1
1860,1456,"[[3 3 2 ... 0 0 0]
 [1 3 2 ... 1 1 0]
 [3 1 5 ... 2 2 1]
 ...
 [1 2 4 ... 0 0 1]
 [2 0 2 ... 1 0 2]
 [3 1 2 ... 1 2 0]]","[[0.00127294 0.00127294 0.         ... 0.         0.         0.        ]
 [0.         0.00127294 0.         ... 0.         0.         0.        ]
 [0.00127294 0.         0.00911608 ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00519451 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00127294 0.         0.         ... 0.         0.         0.        ]]",2.9502,0.00523939937254902,12hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/12hrs_Bic/02_001_ExpControl,15.2418,0.016612113529411762,"[[ 0  1  1 ... 28 22 32]
 [ 5  5  2 ... 22 29 30]
 [ 4  4  2 ... 31 36 36]
 ...
 [14 12 12 ...  4  5  1]
 [11  8  9 ...  2  3  3]
 [10  7  7 ...  8  6  2]]","[[0.         0.         0.         ... 0.0508702  0.02734078 0.06655647]
 [0.         0.         0.         ... 0.02734078 0.05479176 0.05871333]
 [0.         0.         0.         ... 0.0626349  0.08224275 0.08224275]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",3,"[6.32142857 6.66       4.33455882 4.17329545 3.7        3.02148438
 3.04452055 3.29066265 3.85752688 3.31930693 2.93311404 2.5204918
 1.95185185 2.46588235 2.10611511 1.58333333 1.625      1.63125
 1.68333333 3.        ]","[0.01515719 0.01702677 0.00834418 0.00832463 0.0071338  0.00479211
 0.00512586 0.00615612 0.00831177 0.00645959 0.00521652 0.00412942
 0.0025962  0.00399697 0.00269368 0.00120951 0.00162049 0.00151922
 0.00110255 0.00127294]",12hrs,Bic,12hr + Bic,2
1861,878,"[[13 10 11 ...  0  0  0]
 [17 15  7 ...  0  0  0]
 [10 12  7 ...  0  0  1]
 ...
 [ 4  2  2 ...  2  1  2]
 [ 0  3  3 ...  0  2  2]
 [ 1  1  1 ...  4  1  2]]","[[0.04034196 0.02857725 0.03249882 ... 0.         0.         0.        ]
 [0.05602824 0.0481851  0.01681255 ... 0.         0.         0.        ]
 [0.02857725 0.03642039 0.01681255 ... 0.         0.         0.        ]
 ...
 [0.00504784 0.         0.         ... 0.         0.         0.        ]
 [0.         0.00112627 0.00112627 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00504784 0.         0.        ]]",2.9908,0.005240554039215687,4hrs_DMSO,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/4hrs_DMSO/08_005_ExpControl,19.8761,0.01769932392156863,"[[13 13  9 ...  2  2  1]
 [17 12 10 ...  1  1  2]
 [21 12 16 ...  1  4  3]
 ...
 [14 11 12 ... 16 11 18]
 [ 8  9  7 ... 13 11 20]
 [ 5  9  7 ... 17  6 15]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.00536902 0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.00144745]
 [0.         0.         0.         ... 0.         0.         0.        ]]",4,"[ 1.03571429  1.335       1.19485294  1.49431818  1.83181818  2.22851562
  2.39041096  2.78313253  2.84543011  2.87376238  3.35307018  3.18647541
  3.675       4.02        4.44784173  3.94117647  2.60661765  2.725
  3.73333333 13.        ]","[0.0004209  0.00040715 0.0003322  0.00102931 0.00152697 0.00291147
 0.00328873 0.00446398 0.00468972 0.00444067 0.00622533 0.00539257
 0.00724023 0.00848343 0.01031468 0.00883574 0.00405373 0.00454729
 0.00860167 0.04034196]",4hrs,DMSO,4hr,2
1862,2299,"[[0 1 0 ... 2 2 2]
 [1 1 0 ... 9 3 4]
 [0 0 1 ... 0 7 7]
 ...
 [4 2 4 ... 0 3 2]
 [4 4 1 ... 1 2 3]
 [3 6 2 ... 2 2 3]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.02454471 0.00101529 0.00493686]
 [0.         0.         0.         ... 0.         0.01670157 0.01670157]
 ...
 [0.00493686 0.         0.00493686 ... 0.         0.00101529 0.        ]
 [0.00493686 0.00493686 0.         ... 0.         0.         0.00101529]
 [0.00101529 0.01278    0.         ... 0.         0.         0.00101529]]",3.0145,0.005243418274509804,12hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181011_TNR_analyse/TIF_imp/12hrs_Bic/02_004_ExpControl,7.2958,0.009735599999999999,"[[ 0  0  1 ... 11 13 25]
 [ 1  0  0 ... 18 20 24]
 [ 1  0  1 ... 10 14 16]
 ...
 [ 7  6  9 ...  6  7  4]
 [ 5  3  1 ...  4  5  4]
 [ 3  1  1 ...  9  5  9]]","[[0.         0.         0.         ... 0.0152549  0.02309804 0.07015686]
 [0.         0.         0.         ... 0.04270588 0.05054902 0.06623529]
 [0.         0.         0.         ... 0.01133333 0.02701961 0.03486275]
 ...
 [0.         0.         0.00741176 ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.00741176 0.         0.00741176]]",1,"[3.16071429 3.97       3.78676471 2.26704545 1.83409091 1.90039062
 2.50856164 3.27409639 3.3938172  3.50618812 3.64692982 3.68954918
 3.58518519 2.62941176 2.47122302 2.2622549  1.87132353 1.9125
 2.2        0.        ]","[0.00495443 0.00782347 0.00804274 0.00303276 0.00168741 0.00167893
 0.00341214 0.00596024 0.00624867 0.00644642 0.00697191 0.00741624
 0.00730951 0.0043959  0.00374526 0.00315998 0.00176972 0.00187322
 0.00239842 0.        ]",12hrs,Bic,12hr + Bic,0
1863,1390,"[[ 1  0  2 ...  5  1  6]
 [ 3  2  0 ...  2 10  6]
 [ 1  1  1 ...  2  2  3]
 ...
 [ 2  1  2 ...  2  2  0]
 [ 0  2  1 ...  1  1  4]
 [ 1  2  2 ...  1  0  0]]","[[0.         0.         0.         ... 0.00938039 0.         0.01330196]
 [0.00153725 0.         0.         ... 0.         0.02898824 0.01330196]
 [0.         0.         0.         ... 0.         0.         0.00153725]
 ...
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.00545882]
 [0.         0.         0.         ... 0.         0.         0.        ]]",2.9041,0.005250798431372549,12hrs_Bic,/Volumes/ukps-all$/user/tdanko/Imaging/1_ECM/Culture/Gabriels_experiments_STED/20181002_TNR_analyse/TIF_imp/12hrs_Bic/01_002_ExpControl,6.0289,0.007874673333333335,"[[2 3 3 ... 2 5 4]
 [2 2 4 ... 3 5 4]
 [1 2 2 ... 4 2 5]
 ...
 [1 3 6 ... 1 3 0]
 [8 4 2 ... 4 1 3]
 [3 4 4 ... 1 1 2]]","[[0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]
 ...
 [0.         0.         0.00072353 ... 0.         0.         0.        ]
 [0.00856667 0.         0.         ... 0.         0.         0.        ]
 [0.         0.         0.         ... 0.         0.         0.        ]]",1,"[0.67857143 0.665      0.8125     1.0625     1.54318182 2.13867188
 2.19006849 2.25753012 2.76075269 2.98514851 3.49561404 3.96618852
 3.78981481 3.71294118 4.02517986 3.3995098  2.83088235 2.33125
 1.96666667 1.        ]","[1.52380952e-04 8.87843137e-05 2.77854671e-04 5.42335116e-04
 1.35614973e-03 2.89007353e-03 2.71990330e-03 2.55209072e-03
 4.51136412e-03 4.90491167e-03 6.73708290e-03 8.40967535e-03
 7.91311547e-03 8.04107958e-03 9.39291861e-03 6.73018070e-03
 4.36908881e-03 3.32686275e-03 1.70562092e-03 0.00000000e+00]",12hrs,Bic,12hr + Bic,0
